"level_1","level_2","level_3","level_4","level","lowest_cause","cause_name","rei_level_1","rei_level_2","rei_level","rei_name","Incidence","Pct_of_Ecode_Resulting_in_Ncode","Pct_of_Ncode_from_lowest_Ecodes"
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of hip",2,"Fracture of hip",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of pelvis",2,"Fracture of pelvis",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of skull",2,"Fracture of skull",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Head Injuries",NA,1,"Head Injuries",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Head Injuries","Minor TBI",2,"Minor TBI",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Spinal Injuries",NA,1,"Spinal Injuries",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Minor Injuries",NA,1,"Minor Injuries",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Minor Injuries","Open wound(s)",2,"Open wound(s)",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries",NA,1,"Other Injuries",17988819.2332974,100,9.16469265978496
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Dislocation of hip",2,"Dislocation of hip",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Dislocation of knee",2,"Dislocation of knee",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Asphyxiation",2,"Asphyxiation",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Crush injury",2,"Crush injury",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Nerve injury",2,"Nerve injury",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Injury to eyes",2,"Injury to eyes",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Poisoning requiring urgent care",2,"Poisoning requiring urgent care",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Severe chest Injury",2,"Severe chest Injury",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Internal hemorrhage in abdomen and pelvis",2,"Internal hemorrhage in abdomen and pelvis",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",0,0,0
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",17988819.2332974,100,55.0548641666463
"Injuries","Unintentional injuries","Adverse effects of medical treatment",NA,3,1,"Adverse effects of medical treatment","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",0,0,0
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations",NA,1,"Amputations",559494.053232881,0.989913370119205,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",0,0,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations","Amputation of upper limbs, bilateral",2,"Amputation of upper limbs, bilateral",8572.23298360694,0.0151668601180239,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations","Amputation of fingers (excluding thumb)",2,"Amputation of fingers (excluding thumb)",247774.335974443,0.438387372548922,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations","Amputation of lower limb, unilateral",2,"Amputation of lower limb, unilateral",20082.2086867209,0.0355314712741628,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations","Amputation of upper limb, unilateral",2,"Amputation of upper limb, unilateral",8532.35461431789,0.0150963032806283,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations","Amputation of thumb",2,"Amputation of thumb",147069.633516418,0.260210444981863,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Amputations","Amputation of toe/toes",2,"Amputation of toe/toes",127463.287457374,0.225520917915605,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Burns",NA,1,"Burns",561385.756234587,0.993260362071779,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Burns","Lower airway burns",2,"Lower airway burns",6707.65973765144,0.011867868868568,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Burns","Burns, <20% total burned surface area without lower airway burns",2,"Burns, <20% total burned surface area without lower airway burns",482338.532512568,0.85340203260235,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Burns","Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",2,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",72339.5639843674,0.127990460600861,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures",NA,1,"Fractures",3752794.66600937,6.63982323624166,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of clavicle, scapula, or humerus",2,"Fracture of clavicle, scapula, or humerus",327888.585203785,0.580133591281612,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of face bones",2,"Fracture of face bones",325554.302978116,0.57600354347955,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of foot bones except ankle",2,"Fracture of foot bones except ankle",274095.6253773,0.48495765537518,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",515961.693498686,0.912891523890964,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of hip",2,"Fracture of hip",223072.230636748,0.39468191365694,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",504772.864927108,0.893095118665604,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of pelvis",2,"Fracture of pelvis",172371.325887233,0.304976753792097,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",629253.409588131,1.11333866686356,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of skull",2,"Fracture of skull",195480.428118872,0.345863710746095,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",151092.67778069,0.26732842109398,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",166534.539830509,0.294649722570424,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",266716.982182191,0.471902614825647,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Head Injuries",NA,1,"Head Injuries",519391.814040504,0.918960439486842,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Head Injuries","Minor TBI",2,"Minor TBI",369635.505134227,0.653996457136309,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",149756.308906277,0.264963982350533,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Spinal Injuries",NA,1,"Spinal Injuries",14711.4385445099,0.0260289624612609,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",7551.84298388772,0.0133614831035206,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",7159.59556062218,0.0126674793577403,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Minor Injuries",NA,1,"Minor Injuries",32057906.3210309,56.7200846941057,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",7383761.69221269,13.064096711414,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",137413.091776923,0.243125116332156,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Minor Injuries","Open wound(s)",2,"Open wound(s)",17714496.578815,31.3422759490901,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",1240467.25482153,2.19475991504736,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",5581767.70340478,9.87582700222208,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries",NA,1,"Other Injuries",19053812.5171075,33.7119289355136,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Dislocation of hip",2,"Dislocation of hip",129466.977589132,0.229066048805812,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Dislocation of knee",2,"Dislocation of knee",145177.414124501,0.256862539379589,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",185807.652433432,0.328749659360109,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",138355.559173494,0.244792624809459,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",146250.431843606,0.258761030668958,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",125518.919131924,0.222080745154738,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Asphyxiation",2,"Asphyxiation",112487.108331198,0.199023549686865,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Crush injury",2,"Crush injury",19158.8324932996,0.0338977408810768,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Nerve injury",2,"Nerve injury",175282.358165002,0.310127246019781,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Injury to eyes",2,"Injury to eyes",838082.800470729,1.48282071035275,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Poisoning requiring urgent care",2,"Poisoning requiring urgent care",14749478.4884845,26.0962665709677,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Severe chest Injury",2,"Severe chest Injury",213461.767554432,0.377678112019997,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Internal hemorrhage in abdomen and pelvis",2,"Internal hemorrhage in abdomen and pelvis",437998.152060301,0.774950554535251,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",183828.009143734,0.325247074570843,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",1098973.10880665,1.94441418550047,NA
"Injuries","Unintentional injuries","Animal contact",NA,3,0,"Animal contact","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",354484.937301501,0.627190542800217,NA
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations",NA,1,"Amputations",158709.736870063,0.922186783171584,1.1993620354574
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",0,0,0
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations","Amputation of upper limbs, bilateral",2,"Amputation of upper limbs, bilateral",1224.3564209533,0.00711415273921596,0.404672931927228
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations","Amputation of fingers (excluding thumb)",2,"Amputation of fingers (excluding thumb)",75121.6527362215,0.436496188888941,1.273917417849
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations","Amputation of lower limb, unilateral",2,"Amputation of lower limb, unilateral",4030.62089657137,0.0234200206748276,0.357796604143677
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations","Amputation of upper limb, unilateral",2,"Amputation of upper limb, unilateral",1089.29178186661,0.00632935637135632,0.339068948182701
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations","Amputation of thumb",2,"Amputation of thumb",42618.7494443385,0.247637279400492,1.49913396637932
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Amputations","Amputation of toe/toes",2,"Amputation of toe/toes",34625.0655901113,0.201189785096751,1.37106243715507
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Burns",NA,1,"Burns",339851.041544384,1.97471273621931,2.07989294004593
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Burns","Lower airway burns",2,"Lower airway burns",1043.867193077,0.0060654156942504,0.410536314322059
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Burns","Burns, <20% total burned surface area without lower airway burns",2,"Burns, <20% total burned surface area without lower airway burns",307067.658343221,1.78422409140155,2.1054932890707
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Burns","Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",2,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",31739.5160080859,0.184423229123511,2.11393171455423
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures",NA,1,"Fractures",1142216.40841468,6.63687620012948,0.640844700435536
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of clavicle, scapula, or humerus",2,"Fracture of clavicle, scapula, or humerus",118448.374851688,0.688247160700726,0.612142087913973
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of face bones",2,"Fracture of face bones",64996.5193240858,0.377663855128819,0.608790493844363
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of foot bones except ankle",2,"Fracture of foot bones except ankle",74467.3731630268,0.432694481528079,0.697002030898406
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",122240.87772206,0.710283590797392,0.644354981089348
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of hip",2,"Fracture of hip",75695.6737371812,0.439831551865324,0.531429769729647
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",158124.116139656,0.918784019685346,0.483825847462323
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of pelvis",2,"Fracture of pelvis",66317.4403382741,0.385339098783815,1.09768476519549
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",248775.63404763,1.44551686757368,0.811262411904804
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of skull",2,"Fracture of skull",37036.7476366925,0.215202922238993,0.487674744417645
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",39793.1559684263,0.231219099838923,0.968309004704832
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",50423.2132670194,0.292985306112359,0.587731176616394
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",85897.2822189361,0.499108245876024,0.586775106089194
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Head Injuries",NA,1,"Head Injuries",162307.408180145,0.943091139752237,0.597581649047887
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Head Injuries","Minor TBI",2,"Minor TBI",136309.17891771,0.792027796793573,1.07596722093907
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",25998.2292624342,0.151063342958664,0.179394845204806
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Spinal Injuries",NA,1,"Spinal Injuries",2167.54568242894,0.0125945768651428,0.238453736328353
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",1062.84079337517,0.00617566225989419,0.215902383508606
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",1104.70488905376,0.00641891460524864,0.265093896407756
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Minor Injuries",NA,1,"Minor Injuries",1650596.34118958,9.59083015456455,0.585784902518599
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",171456.376247269,0.996251441051636,0.195831688924224
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",44886.1469995378,0.260812047999045,1.21671849923643
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Minor Injuries","Open wound(s)",2,"Open wound(s)",762972.724160949,4.43327155609674,0.728882201395057
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",177636.129806042,1.03215904929009,0.483085812106214
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",493644.963975777,2.86833606012704,1.00569645409861
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries",NA,1,"Other Injuries",13754302.4079665,79.9197084092977,7.00735010363696
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Dislocation of hip",2,"Dislocation of hip",39647.5939961301,0.230373308461335,1.33372303684646
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Dislocation of knee",2,"Dislocation of knee",44147.9010458915,0.256522451943953,1.22044682856344
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",56088.4013909362,0.325903019386208,0.959627492523037
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",42735.4883441054,0.248315593614667,0.851119098241529
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",52192.3531634906,0.303264936475826,0.682502038537531
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",38235.5076476379,0.222168346415794,1.74702597882587
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Asphyxiation",2,"Asphyxiation",112487.108331198,0.653609076708059,6.32279157348024
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Crush injury",2,"Crush injury",2540.79854597362,0.0147633716998521,0.300169691826748
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Nerve injury",2,"Nerve injury",43723.423660658,0.254056015781073,0.871284082396984
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Injury to eyes",2,"Injury to eyes",63957.721668497,0.371627896105348,0.106714846478575
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Poisoning requiring urgent care",2,"Poisoning requiring urgent care",12327789.4591255,71.6309202518244,37.3571258658066
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Severe chest Injury",2,"Severe chest Injury",61338.0074590108,0.356405983024786,0.771218824423189
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Internal hemorrhage in abdomen and pelvis",2,"Internal hemorrhage in abdomen and pelvis",131494.980134308,0.764054777764188,1.01382116788145
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",71154.7629761124,0.413446479531371,1.10436016989316
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",537161.000619904,3.12118704860848,1.64398371795344
"Injuries","Unintentional injuries","Animal contact","Venomous animal contact",4,1,"Venomous animal contact","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",129607.899857133,0.753089851952368,1.54770763798592
"Injuries","Unintentional injuries","Animal contact","Non-venomous animal contact",4,1,"Non-venomous animal contact","Amputations",NA,1,"Amputations",400784.316362818,1.01956496468452,3.0287082754466
"Injuries","Unintentional injuries","Animal contact","Non-venomous animal contact",4,1,"Non-venomous animal contact","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",0,0,0
